1193-01-01 00:00:00
1190-01-01 00:00:00
1190-01-01 00:00:00
1190-01-01 00:00:00
1190-01-01 00:00:00
1190-01-01 00:00:00
1190-01-01 00:00:00
1190-01-01 00:00:00
1190-01-01 00:00:00
1667-01-01 00:00:00
1667-01-01 00:00:00
1667-01-01 00:00:00
1190-01-01 00:00:00
1190-01-01 00:00:00
1190-01-01 00:00:00
0199-01-01 00:00:00
0199-01-01 00:00:00
7986-01-01 00:00:00
1190-01-01 00:00:00
1190-01-01 00:00:00
1667-01-01 00:00:00
1190-01-01 00:00:00
1190-01-01 00:00:00
1190-01-01 00:00:00
1191-01-01 00:00:00
1190-01-01 00:00:00
1198-01-01 00:00:00
1657-01-01 00:00:00
1190-01-01 00:00:00
1197-01-01 00:00:00
1197-01-01 00:00:00
1190-01-01 00:00:00
1194-01-01 00:00:00
1190-01-01 00:00:00
1190-01-01 00:00:00
1190-01-01 00:00:00
1191-01-01 00:00:00
7977-01-01 00:00:00
7977-01-01 00:00:00
1190-01-01 00:00:00
1191-01-01 00:00:00
1191-01-01 00:00:00
9188-01-01 00:00:00
1192-01-01 00:00:00
1191-01-01 00:00:00
1190-01-01 00:00:00
1190-01-01 00:00:00
1190-01-01 00:00:00
1190-01-01 00:00:00
1190-01-01 00:00:00
1190-01-01 00:00:00
1190-01-01 00:00:00
1190-01-01 00:00:00
1190-01-01 00:00:00
1190-01-01 00:00:00
1193-01-01 00:00:00
1190-01-01 00:00:00
1190-01-01 00:00:00
1190-01-01 00:00:00
1190-01-01 00:00:00
1190-01-01 00:00:00
1190-01-01 00:00:00
1190-01-01 00:00:00
1191-01-01 00:00:00
1192-01-01 00:00:00
1190-01-01 00:00:00
1190-01-01 00:00:00
1190-01-01 00:00:00
1190-01-01 00:00:00
1190-01-01 00:00:00
1191-01-01 00:00:00
1192-01-01 00:00:00.000000
1190-01-01 00:00:00.000000
1190-01-01 00:00:00.000000
9188-01-01 00:00:00.000000
1190-01-01 00:00:00.000000
1190-01-01 00:00:00.000000
1667-01-01 00:00:00.000000
1190-01-01 00:00:00.000000
1667-01-01 00:00:00.000000
1667-01-01 00:00:00.000000
1190-01-01 00:00:00.000000
1190-01-01 00:00:00.000000
1190-01-01 00:00:00.000000
1667-01-01 00:00:00.000000
1667-01-01 00:00:00.000000
1190-01-01 00:00:00.000000
1190-01-01 00:00:00.000000
1667-01-01 00:00:00.000000
1667-01-01 00:00:00.000000
1190-01-01 00:00:00.000000
1190-01-01 00:00:00.000000
1190-01-01 00:00:00.000000
1198-01-01 00:00:00.000000
1190-01-01 00:00:00.000000
1190-01-01 00:00:00.000000
1190-01-01 00:00:00.000000
1667-01-01 00:00:00.000000
1192-01-01 00:00:00.000000
1667-01-01 00:00:00.000000
1190-01-01 00:00:00.000000
1667-01-01 00:00:00.000000
1667-01-01 00:00:00.000000
1667-01-01 00:00:00.000000
1190-01-01 00:00:00.000000
1190-01-01 00:00:00.000000
1190-01-01 00:00:00.000000
1190-01-01 00:00:00.000000
1190-01-01 00:00:00.000000
1190-01-01 00:00:00.000000
1192-01-01 00:00:00.000000
1667-01-01 00:00:00.000000
1190-01-01 00:00:00.000000
1190-01-01 00:00:00.000000
1190-01-01 00:00:00.000000
1190-01-01 00:00:00.000000
1192-01-01 00:00:00.000000
1190-01-01 00:00:00.000000
1190-01-01 00:00:00.000000
1190-01-01 00:00:00.000000
1190-01-01 00:00:00.000000
1667-01-01 00:00:00.000000
1667-01-01 00:00:00.000000
1191-01-01 00:00:00.000000
1191-01-01 00:00:00.000000
1667-01-01 00:00:00.000000
1667-01-01 00:00:00.000000
1190-01-01 00:00:00.000000
1190-01-01 00:00:00.000000
1667-01-01 00:00:00.000000
1667-01-01 00:00:00.000000
1667-01-01 00:00:00.000000
1667-01-01 00:00:00.000000
1667-01-01 00:00:00.000000
1667-01-01 00:00:00.000000
1191-01-01 00:00:00.000000
1191-01-01 00:00:00.000000
1198-01-01 00:00:00.000000
1198-01-01 00:00:00.000000
1198-01-01 00:00:00.000000
1198-01-01 00:00:00.000000
1198-01-01 00:00:00.000000
1667-01-01 00:00:00.000000
1191-01-01 00:00:00.000000
1191-01-01 00:00:00.000000
1197-01-01 00:00:00.000000
1198-01-01 00:00:00.000000
1198-01-01 00:00:00.000000
1198-01-01 00:00:00.000000
1191-01-01 00:00:00.000000
1191-01-01 00:00:00.000000
1657-01-01 00:00:00.000000
1657-01-01 00:00:00.000000
1191-01-01 00:00:00.000000
1657-01-01 00:00:00.000000
1191-01-01 00:00:00.000000
1191-01-01 00:00:00.000000
1191-01-01
1191-01-01
1191-01-01
1667-01-01
1667-01-01
1191-01-01
1191-01-01
1191-01-01
1191-01-01
7980-01-01
7980-01-01
1195-01-01
1195-01-01
1667-01-01
1667-01-01
1191-01-01
1191-01-01
1191-01-01
1191-01-01
1195-01-01
1195-01-01
1191-01-01
1191-01-01
7986-01-01
7986-01-01
7986-01-01
1191-01-01
1190-01-01
7986-01-01
1191-01-01
1195-01-01
1197-01-01
1197-01-01
1197-01-01
1197-01-01
1191-01-01
1197-01-01
1195-01-01
1195-01-01
1197-01-01
1197-01-01
1197-01-01
1197-01-01
1197-01-01
1197-01-01
1197-01-01
1191-01-01
1197-01-01
1197-01-01
1197-01-01
1191-01-01
1195-01-01
1191-01-01
1194-01-01
7986-01-01
7987-01-01
7987-01-01
1195-01-01
1195-01-01
1667-01-01
1667-01-01
1196-01-01
1196-01-01
