id_source,id_destination,distance_in_meters_bicycle
81,129,11181
81,130,10029
81,131,10494
81,132,10676
81,133,10737
81,135,8945
81,138,9685
81,140,10735
81,141,8368
81,142,2978
81,143,8387
81,144,9068
81,145,12141
81,146,9853
81,149,8181
81,150,9070
81,151,8488
81,153,7673
81,154,7524
81,155,7452
81,156,6803
81,158,7248
81,159,8157
81,162,6937
81,163,6840
81,165,6168
81,167,5511
81,169,6880
81,171,7318
81,173,6066
81,174,6392
81,175,6070
81,176,6195
81,177,5332
81,178,5679
81,181,4601
81,183,5071
81,186,4975
81,187,4391
81,189,6939
81,192,3898
81,193,8285
81,194,4579
81,196,3885
81,197,4376
81,198,3784
81,199,3414
81,201,3867
81,204,5890
81,205,5407
81,206,5769
81,207,5613
81,208,5427
81,211,5147
81,212,5504
81,215,5157
81,216,5515
81,217,5762
81,219,5559
81,220,5690
81,222,5246
81,223,5517
81,224,5940
81,225,6467
81,227,5679
81,229,6121
81,230,6673
81,231,7155
81,232,6346
81,234,6011
81,235,8112
81,236,6027
81,237,5087
81,238,6383
81,240,6266
81,241,6721
81,242,9171
81,243,9322
81,244,8362
81,245,7720
81,246,7030
81,247,8338
81,248,8742
81,249,8654
81,250,8960
81,251,9312
81,252,8341
81,253,9830
81,254,9423
81,255,10324
81,256,10544
81,257,11369
81,258,10873
81,259,10034
81,260,10966
81,261,6155
81,262,6409
81,263,6139
81,264,7349
81,267,7829
81,268,7069
81,270,5582
81,272,14281
81,279,11496
81,280,10376
81,281,9656
81,282,5592
81,286,2434
81,287,3330
81,290,3331
81,292,8841
81,293,9331
81,295,9705
81,296,9164
81,297,9022
81,301,10779
81,303,10966
81,304,11197
81,305,10239
81,307,10207
81,308,11001
81,311,11960
81,312,10883
81,313,11037
81,315,11365
81,316,12869
81,317,12296
81,319,11481
81,320,11935
81,321,11181
81,322,12116
81,324,11931
81,325,11797
81,328,12691
81,332,12280
81,333,13189
81,334,12532
81,335,12165
81,336,12180
81,339,13440
81,341,14261
81,344,13613
81,345,13654
81,346,13968
81,347,14684
81,354,8059
81,355,7940
81,358,7193
81,359,12253
82,1,6341
82,2,6610
82,3,6237
82,4,6322
82,5,6973
82,6,6694
82,7,6917
82,9,6920
82,10,7028
82,11,5679
82,12,5742
82,13,7656
82,14,7568
82,15,7919
82,16,8170
82,17,8325
82,18,8507
82,19,9671
82,20,8453
82,21,8886
82,22,8712
82,23,9690
82,24,10129
82,25,10041
82,26,9784
82,28,9493
82,30,8866
82,32,8922
82,33,9481
82,34,8491
82,35,8429
82,36,8242
82,37,8440
82,39,7536
82,40,8244
82,41,18446
82,43,8003
82,44,7687
82,46,7988
82,47,7125
82,48,7418
82,50,8395
82,51,6749
82,53,8391
82,56,4204
82,57,4330
82,58,3947
82,59,4495
82,60,5009
82,61,3945
82,62,3400
82,63,6354
82,64,2834
82,65,2701
82,66,2146
82,67,3012
82,68,6175
82,69,5367
82,70,6781
82,71,6776
82,72,7751
82,73,7897
82,74,8074
82,75,8819
82,76,8320
82,77,6936
82,79,2883
82,80,6780
82,81,1363
82,82,0
82,83,5543
82,85,4920
82,86,5431
82,87,5480
82,88,1378
82,89,1756
82,90,6382
82,91,7018
82,92,6913
82,93,7341
82,95,6851
82,96,7445
82,97,2082
82,98,7660
82,99,1813
82,100,7225
82,101,11042
82,102,11680
82,103,11263
82,105,10502
82,106,11338
82,107,11472
82,109,10629
82,110,11090
82,112,11772
82,113,10609
82,114,11012
82,115,10580
82,117,9904
82,118,9944
82,119,9620
82,120,10276
82,121,9667
82,122,10622
82,123,9102
82,124,9246
82,125,9522
82,126,10675
82,127,10266
82,128,9781
82,129,10628
82,130,9476
82,131,9941
82,132,10123
82,133,10184
82,135,8392
82,138,9132
82,140,10181
82,141,7815
82,142,2974
82,143,7834
82,144,8515
82,145,11587
82,146,9300
82,149,7628
82,150,8517
82,151,8377
82,153,7595
82,154,7445
82,155,7417
82,156,6725
82,158,6695
82,159,8078
82,162,6320
82,163,6414
82,165,5615
82,167,5432
82,169,6801
82,171,7240
82,173,5987
82,174,6313
82,175,5517
82,176,6117
82,177,5254
82,178,5601
82,181,4522
82,183,4719
82,186,4622
82,187,4038
82,189,6385
82,192,3545
82,193,8317
82,194,4500
82,196,3807
82,197,4298
82,198,3706
82,199,3309
82,201,3343
82,204,5337
82,205,4854
82,206,5216
82,207,5089
82,208,4902
82,211,4623
82,212,4980
82,215,4603
82,216,4962
82,217,5208
82,219,5006
82,220,5137
82,222,4693
82,223,4964
82,224,5386
82,225,5914
82,227,5125
82,229,5568
82,230,6119
82,231,6030
82,232,5792
82,234,5487
82,235,7559
82,236,5503
82,237,4563
82,238,5914
82,240,6201
82,241,6660
82,242,9202
82,243,9354
82,244,8393
82,245,7752
82,246,7061
82,247,8369
82,248,8773
82,249,8685
82,250,8991
82,251,9344
82,252,8373
82,253,9862
82,254,9455
82,255,10355
82,256,10575
82,257,11172
82,258,10904
82,259,10066
82,260,10997
82,261,5758
82,262,6012
82,263,5742
82,264,6842
82,267,8428
82,268,6516
82,270,5029
82,272,13728
82,279,10942
82,280,9823
82,281,9103
82,282,5514
82,286,2081
82,287,2977
82,290,3253
82,292,8287
82,293,8777
82,295,9152
82,296,8611
82,297,8469
82,301,10226
82,303,10412
82,304,10644
82,305,9686
82,307,9654
82,308,10447
82,311,11407
82,312,10330
82,313,10484
82,315,10811
82,316,12316
82,317,11742
82,319,10928
82,320,11382
82,321,10628
82,322,11563
82,324,11378
82,325,11244
82,328,12138
82,332,11726
82,333,12636
82,334,11979
82,335,11612
82,336,11627
82,339,12887
82,341,13707
82,344,13059
82,345,13101
82,346,13415
82,347,14131
82,354,7506
82,355,7387
82,358,6796
82,359,11699
83,1,4192
83,2,5342
83,3,5233
83,4,4173
83,5,5248
83,6,3952
83,7,4174
83,9,3251
83,10,3740
83,11,4418
83,12,4291
83,13,4368
83,14,3615
83,15,3439
83,16,4217
83,17,3845
83,18,4027
83,19,5191
83,20,4500
83,21,4406
83,22,4853
83,23,5210
83,24,6269
83,25,5561
83,26,5924
83,28,5039
83,30,4602
83,32,4645
83,33,5204
83,34,9479
83,35,4165
83,36,3979
83,37,4341
83,39,3273
83,40,3708
83,41,13797
83,43,9928
83,44,2552
83,46,10545
83,47,2632
83,48,2925
83,50,4508
83,51,9661
83,53,3911
83,56,2986
83,57,3150
83,58,3110
83,59,4466
83,60,7921
83,61,6857
83,62,6299
83,63,1403
83,64,6255
83,65,6438
83,66,6537
83,67,5880
83,68,1265
83,69,457
83,70,1768
83,71,1884
83,72,2006
83,73,2761
83,74,2938
83,75,3684
83,76,2708
83,77,2330
83,79,5402
83,80,1835
83,81,7220
83,82,5858
83,83,0
83,85,1754
83,86,2054
83,87,1717
83,88,5112
83,89,4741
83,90,2521
83,91,3157
83,92,3053
83,93,3480
83,95,2990
83,96,3045
83,97,4421
83,98,3543
83,99,5873
83,100,3364
83,101,6562
83,102,7200
83,103,6783
83,105,6022
83,106,6858
83,107,7612
83,109,6149
83,110,6610
83,112,7292
83,113,6749
83,114,7152
83,115,6720
83,117,6044
83,118,6084
83,119,5761
83,120,6417
83,121,5505
83,122,6058
83,123,4838
83,124,5142
83,125,5700
83,126,5956
83,127,5723
83,128,5238
83,129,6086
83,130,4934
83,131,5398
83,132,4987
83,133,5049
83,135,3256
83,138,5272
83,140,5701
83,141,3335
83,142,4951
83,143,3740
83,144,4369
83,145,7107
83,146,4164
83,149,3767
83,150,4656
83,151,4516
83,153,4282
83,154,4806
83,155,3557
83,156,4129
83,158,2772
83,159,4367
83,162,2949
83,163,3043
83,165,2465
83,167,3595
83,169,4382
83,171,4971
83,173,5386
83,174,5120
83,175,2140
83,176,4261
83,177,5090
83,178,4148
83,181,4162
83,183,3493
83,186,3042
83,187,3073
83,189,3586
83,192,3498
83,193,6612
83,194,3505
83,196,4640
83,197,3852
83,198,4221
83,199,4549
83,201,3749
83,204,1391
83,205,1495
83,206,1274
83,207,1152
83,208,1026
83,211,2190
83,212,1446
83,215,2369
83,216,2010
83,217,1960
83,219,2857
83,220,2988
83,222,3777
83,223,3711
83,224,3041
83,225,2995
83,227,4033
83,229,3419
83,230,3284
83,231,5130
83,232,4525
83,234,5468
83,235,5091
83,236,5549
83,237,4901
83,238,5895
83,240,6182
83,241,6641
83,242,9183
83,243,9335
83,244,6688
83,245,7733
83,246,7042
83,247,8350
83,248,8754
83,249,8666
83,250,8972
83,251,9324
83,252,8354
83,253,9843
83,254,9435
83,255,10336
83,256,10556
83,257,11152
83,258,10885
83,259,10046
83,260,10978
83,261,6717
83,262,7634
83,263,7378
83,264,8479
83,267,9692
83,268,2655
83,270,2124
83,272,9157
83,279,6462
83,280,5963
83,281,4866
83,282,3694
83,286,4956
83,287,5413
83,290,4737
83,292,4426
83,293,5469
83,295,5955
83,296,4750
83,297,4805
83,301,5091
83,303,5277
83,304,5508
83,305,5686
83,307,6392
83,308,6235
83,311,7387
83,312,5788
83,313,5348
83,315,5676
83,316,8296
83,317,6607
83,319,6385
83,320,6839
83,321,6086
83,322,7020
83,324,6836
83,325,6863
83,328,7269
83,332,7866
83,333,8776
83,334,8119
83,335,7752
83,336,7767
83,339,9027
83,341,9847
83,344,8579
83,345,9241
83,346,9555
83,347,10271
83,354,3645
83,355,3526
83,358,8287
83,359,7219
85,1,4109
85,2,5260
85,3,5150
85,4,4091
85,5,5166
85,6,3907
85,7,4174
85,9,4036
85,10,4145
85,11,4336
85,12,4208
85,13,4773
85,14,4416
85,15,4240
85,16,5018
85,17,4646
85,18,4828
85,19,5992
85,20,5301
85,21,5207
85,22,5034
85,23,6011
85,24,6450
85,25,6362
85,26,6105
85,28,5625
85,30,5188
85,32,5244
85,33,5804
85,34,7905
85,35,4751
85,36,4564
85,37,4926
85,39,3858
85,40,4567
85,41,14598
85,43,8355
85,44,3616
85,46,8971
85,47,3438
85,48,3730
85,50,5094
85,51,8143
85,53,4712
85,56,2436
85,57,2304
85,58,2613
85,59,4384
85,60,6404
85,61,5339
85,62,4781
85,63,2204
85,64,4738
85,65,4921
85,66,4596
85,67,4362
85,68,2401
85,69,1592
85,70,2256
85,71,2252
85,72,2681
85,73,3389
85,74,3866
85,75,3709
85,76,3207
85,77,2411
85,79,3885
85,80,2255
85,81,6008
85,82,4645
85,83,1136
85,85,0
85,86,679
85,87,729
85,88,3900
85,89,3509
85,90,1857
85,91,2493
85,92,2389
85,93,2817
85,95,2327
85,96,2921
85,97,3519
85,98,3136
85,99,4177
85,100,2700
85,101,7363
85,102,8001
85,103,7584
85,105,6824
85,106,7659
85,107,7793
85,109,6951
85,110,7412
85,112,8093
85,113,6930
85,114,7333
85,115,6901
85,117,6225
85,118,6265
85,119,5941
85,120,6598
85,121,6091
85,122,6643
85,123,5424
85,124,5568
85,125,5844
85,126,6504
85,127,6788
85,128,6302
85,129,7150
85,130,5998
85,131,6463
85,132,5948
85,133,6009
85,135,4217
85,138,5453
85,140,6502
85,141,4136
85,142,3433
85,143,4325
85,144,4954
85,145,7909
85,146,5125
85,149,3103
85,150,3992
85,151,3853
85,153,3618
85,154,3431
85,155,2893
85,156,2834
85,158,2170
85,159,3703
85,162,1575
85,163,1669
85,165,891
85,167,2021
85,169,3008
85,171,3597
85,173,3813
85,174,3547
85,175,766
85,176,2688
85,177,3517
85,178,2575
85,181,2588
85,183,1920
85,186,1524
85,187,1555
85,189,3520
85,192,1980
85,193,6336
85,194,1987
85,196,3066
85,197,2334
85,198,2703
85,199,3031
85,201,2063
85,204,812
85,205,1350
85,206,1281
85,207,1758
85,208,1630
85,211,1473
85,212,1762
85,215,2254
85,216,1909
85,217,2365
85,219,2775
85,220,2906
85,222,3695
85,223,3629
85,224,2974
85,225,2995
85,227,3951
85,229,3337
85,230,3284
85,231,5047
85,232,4442
85,234,5385
85,235,4816
85,236,5467
85,237,4819
85,238,5813
85,240,6099
85,241,6558
85,242,9100
85,243,9252
85,244,6413
85,245,7650
85,246,6959
85,247,8268
85,248,8671
85,249,8584
85,250,8889
85,251,9242
85,252,8271
85,253,9760
85,254,9353
85,255,10254
85,256,10474
85,257,11070
85,258,10803
85,259,9964
85,260,10895
85,261,6634
85,262,7552
85,263,7296
85,264,8396
85,267,9610
85,268,1991
85,270,2097
85,272,10221
85,279,7264
85,280,6144
85,281,5452
85,282,2121
85,286,3598
85,287,3895
85,290,3220
85,292,3763
85,293,4253
85,295,4628
85,296,4086
85,297,3944
85,301,5116
85,303,4893
85,304,5533
85,305,5161
85,307,5129
85,308,5923
85,311,6882
85,312,6852
85,313,6308
85,315,6697
85,316,7791
85,317,6287
85,319,7450
85,320,7903
85,321,7150
85,322,8085
85,324,7900
85,325,7927
85,328,7855
85,332,8047
85,333,8957
85,334,8300
85,335,7933
85,336,7948
85,339,9208
85,341,10028
85,344,9380
85,345,9422
85,346,9736
85,347,10452
85,354,2981
85,355,2862
85,358,8205
85,359,8021
86,1,4355
86,2,5505
86,3,5396
86,4,4336
86,5,5411
86,6,4470
86,7,4692
86,9,3966
86,10,4258
86,11,4582
86,12,4454
86,13,4886
86,14,4329
86,15,4153
86,16,4931
86,17,4559
86,18,4741
86,19,5905
86,20,5214
86,21,5120
86,22,4947
86,23,5924
86,24,6363
86,25,6275
86,26,6018
86,28,5538
86,30,5101
86,32,5315
86,33,5874
86,34,8275
86,35,4664
86,36,4477
86,37,4839
86,39,3771
86,40,4378
86,41,14511
86,43,8724
86,44,3222
86,46,9341
86,47,3373
86,48,3666
86,50,5007
86,51,8457
86,53,4625
86,56,2682
86,57,2550
86,58,2858
86,59,4630
86,60,6717
86,61,5653
86,62,5095
86,63,2117
86,64,5051
86,65,5234
86,66,4910
86,67,4676
86,68,2006
86,69,1198
86,70,1862
86,71,1858
86,72,2287
86,73,2995
86,74,3472
86,75,3315
86,76,2813
86,77,2017
86,79,4199
86,80,1861
86,81,6254
86,82,4891
86,83,802
86,85,550
86,86,0
86,87,327
86,88,4145
86,89,3755
86,90,1463
86,91,2099
86,92,1995
86,93,2422
86,95,1933
86,96,2527
86,97,3765
86,98,2742
86,99,4330
86,100,2306
86,101,7276
86,102,7914
86,103,7497
86,105,6737
86,106,7572
86,107,7706
86,109,6863
86,110,7325
86,112,8006
86,113,6843
86,114,7246
86,115,6814
86,117,6138
86,118,6178
86,119,5854
86,120,6511
86,121,6004
86,122,6556
86,123,5337
86,124,5812
86,125,5757
86,126,6627
86,127,6394
86,128,5908
86,129,6756
86,130,5604
86,131,6069
86,132,5554
86,133,5615
86,135,3823
86,138,5366
86,140,6415
86,141,4049
86,142,3747
86,143,4238
86,144,4867
86,145,7822
86,146,4731
86,149,2709
86,150,3598
86,151,3459
86,153,3224
86,154,3066
86,155,2499
86,156,2469
86,158,1776
86,159,3309
86,162,1237
86,163,1331
86,165,1261
86,167,2358
86,169,2642
86,171,3231
86,173,3959
86,174,3693
86,175,400
86,176,2834
86,177,3886
86,178,2736
86,181,2958
86,183,2289
86,186,1838
86,187,1869
86,189,3765
86,192,2294
86,193,7130
86,194,2301
86,196,3436
86,197,2648
86,198,3017
86,199,3345
86,201,2308
86,204,725
86,205,1377
86,206,1194
86,207,1671
86,208,1543
86,211,1719
86,212,1938
86,215,2500
86,216,2154
86,217,2478
86,219,3021
86,220,3151
86,222,3941
86,223,3874
86,224,3220
86,225,3513
86,227,4196
86,229,3582
86,230,3802
86,231,5293
86,232,4688
86,234,5631
86,235,5609
86,236,5712
86,237,5064
86,238,6058
86,240,6345
86,241,6804
86,242,9346
86,243,9498
86,244,7207
86,245,7896
86,246,7205
86,247,8513
86,248,8917
86,249,8829
86,250,9135
86,251,9488
86,252,8517
86,253,10006
86,254,9598
86,255,10499
86,256,10719
86,257,11316
86,258,11048
86,259,10210
86,260,11141
86,261,6880
86,262,7798
86,263,7541
86,264,8642
86,267,9855
86,268,1597
86,270,2343
86,272,9827
86,279,7177
86,280,6057
86,281,5365
86,282,2490
86,286,3752
86,287,4209
86,290,3533
86,292,3369
86,293,3859
86,295,4233
86,296,3692
86,297,3550
86,301,4721
86,303,4499
86,304,5139
86,305,4767
86,307,4735
86,308,5529
86,311,6488
86,312,6458
86,313,5914
86,315,6303
86,316,7397
86,317,5893
86,319,7056
86,320,7509
86,321,6756
86,322,7691
86,324,7506
86,325,7533
86,328,7768
86,332,7960
86,333,8870
86,334,8213
86,335,7846
86,336,7861
86,339,9121
86,341,9941
86,344,9293
86,345,9335
86,346,9649
86,347,10365
86,354,2587
86,355,2468
86,358,8450
86,359,7934
87,1,4621
87,2,5771
87,3,5662
87,4,4602
87,5,5677
87,6,4736
87,7,4958
87,9,4231
87,10,4524
87,11,4847
87,12,4720
87,13,5152
87,14,4595
87,15,4419
87,16,5197
87,17,5016
87,18,5007
87,19,6465
87,20,5480
87,21,5386
87,22,5284
87,23,6484
87,24,6701
87,25,6835
87,26,6356
87,28,5471
87,30,5034
87,32,4998
87,33,5557
87,34,8212
87,35,4597
87,36,4410
87,37,4772
87,39,3704
87,40,4061
87,41,14777
87,43,8661
87,44,2905
87,46,9277
87,47,3064
87,48,3357
87,50,4940
87,51,8723
87,53,4891
87,56,2948
87,57,2816
87,58,3124
87,59,4896
87,60,6983
87,61,5919
87,62,5361
87,63,2383
87,64,5317
87,65,5500
87,66,5175
87,67,4942
87,68,1697
87,69,1464
87,70,1548
87,71,1541
87,72,1970
87,73,2678
87,74,3155
87,75,3004
87,76,2503
87,77,1706
87,79,4464
87,80,1551
87,81,6520
87,82,5157
87,83,1067
87,85,816
87,86,286
87,87,0
87,88,4411
87,89,4021
87,90,1152
87,91,1788
87,92,1684
87,93,2112
87,95,1622
87,96,2216
87,97,4030
87,98,2431
87,99,4596
87,100,1995
87,101,7836
87,102,8474
87,103,8057
87,105,7296
87,106,8132
87,107,8043
87,109,7423
87,110,7884
87,112,8566
87,113,7181
87,114,7583
87,115,7152
87,117,6475
87,118,6516
87,119,6192
87,120,6848
87,121,5937
87,122,6489
87,123,5270
87,124,5495
87,125,6054
87,126,6310
87,127,6076
87,128,5591
87,129,6439
87,130,5287
87,131,5752
87,132,5237
87,133,5298
87,135,3506
87,138,5704
87,140,6681
87,141,4315
87,142,4013
87,143,4171
87,144,4800
87,145,8381
87,146,4413
87,149,2398
87,150,3288
87,151,3148
87,153,2914
87,154,3054
87,155,2188
87,156,2457
87,158,1465
87,159,2998
87,162,1225
87,163,1319
87,165,1526
87,167,2346
87,169,2631
87,171,3220
87,173,3947
87,174,3681
87,175,339
87,176,2822
87,177,3823
87,178,2725
87,181,2932
87,183,2263
87,186,2104
87,187,2135
87,189,4031
87,192,2560
87,193,7396
87,194,2567
87,196,3410
87,197,2914
87,198,3283
87,199,3611
87,201,2574
87,204,991
87,205,1643
87,206,1460
87,207,1936
87,208,1809
87,211,1985
87,212,2204
87,215,2765
87,216,2420
87,217,2744
87,219,3286
87,220,3417
87,222,4206
87,223,4140
87,224,3485
87,225,3779
87,227,4462
87,229,3848
87,230,4068
87,231,5559
87,232,4954
87,234,5897
87,235,5875
87,236,5978
87,237,5330
87,238,6324
87,240,6611
87,241,7070
87,242,9612
87,243,9764
87,244,7472
87,245,8162
87,246,7471
87,247,8779
87,248,9183
87,249,9095
87,250,9401
87,251,9753
87,252,8783
87,253,10272
87,254,9864
87,255,10765
87,256,10985
87,257,11582
87,258,11314
87,259,10476
87,260,11407
87,261,7146
87,262,8063
87,263,7807
87,264,8908
87,267,10121
87,268,1286
87,270,2609
87,272,9510
87,279,7736
87,280,6395
87,281,5298
87,282,2427
87,286,4018
87,287,4475
87,290,3799
87,292,3058
87,293,3548
87,295,3923
87,296,3381
87,297,3239
87,301,4411
87,303,4188
87,304,4828
87,305,4456
87,307,4425
87,308,5218
87,311,6177
87,312,6141
87,313,5597
87,315,5992
87,316,7086
87,317,5582
87,319,6738
87,320,7192
87,321,6439
87,322,7373
87,324,7189
87,325,7216
87,328,7701
87,332,8298
87,333,9208
87,334,8550
87,335,8184
87,336,8198
87,339,9459
87,341,10279
87,344,9853
87,345,9672
87,346,9986
87,347,10702
87,354,2276
87,355,2158
87,358,8716
87,359,8493
88,1,5089
88,2,5359
88,3,5249
88,4,5071
88,5,5722
88,6,5443
88,7,5666
88,9,5668
88,10,5777
88,11,4428
88,12,4491
88,13,6405
88,14,6317
88,15,6668
88,16,6919
88,17,7074
88,18,7256
88,19,8420
88,20,7202
88,21,7635
88,22,7461
88,23,8439
88,24,8878
88,25,8790
88,26,8533
88,28,8242
88,30,7615
88,32,7671
88,33,8230
88,34,7925
88,35,7178
88,36,6991
88,37,7188
88,39,6285
88,40,6993
88,41,17194
88,43,8024
88,44,6436
88,46,8009
88,47,5874
88,48,6167
88,50,7144
88,51,6770
88,53,7140
88,56,2953
88,57,3079
88,58,2696
88,59,4262
88,60,5030
88,61,3966
88,62,3421
88,63,5103
88,64,2855
88,65,2722
88,66,1496
88,67,2405
88,68,5334
88,69,4525
88,70,5530
88,71,5525
88,72,6500
88,73,6646
88,74,6823
88,75,7568
88,76,7068
88,77,5685
88,79,2276
88,80,5529
88,81,2213
88,82,851
88,83,4359
88,85,3669
88,86,4180
88,87,4229
88,88,0
88,89,505
88,90,5131
88,91,5767
88,92,5662
88,93,6090
88,95,5600
88,96,6194
88,97,831
88,98,6409
88,99,831
88,100,5974
88,101,9791
88,102,10429
88,103,10012
88,105,9251
88,106,10087
88,107,10220
88,109,9378
88,110,9839
88,112,10521
88,113,9358
88,114,9760
88,115,9329
88,117,8653
88,118,8693
88,119,8369
88,120,9025
88,121,8416
88,122,9371
88,123,7851
88,124,7995
88,125,8271
88,126,9424
88,127,9015
88,128,8529
88,129,9377
88,130,8225
88,131,8690
88,132,8872
88,133,8933
88,135,7141
88,138,7881
88,140,8930
88,141,6564
88,142,1993
88,143,6583
88,144,7264
88,145,10336
88,146,8049
88,149,6377
88,150,7266
88,151,7126
88,153,6614
88,154,6464
88,155,6166
88,156,5743
88,158,5444
88,159,7097
88,162,5069
88,163,5163
88,165,4364
88,167,4451
88,169,5820
88,171,6259
88,173,5006
88,174,5332
88,175,4266
88,176,5135
88,177,4273
88,178,4619
88,181,3541
88,183,3737
88,186,3641
88,187,3057
88,189,5134
88,192,2564
88,193,7206
88,194,3519
88,196,2825
88,197,3317
88,198,2724
88,199,2327
88,201,2501
88,204,4086
88,205,3603
88,206,3964
88,207,4247
88,208,4060
88,211,3781
88,212,4138
88,215,3352
88,216,3711
88,217,3957
88,219,3755
88,220,3886
88,222,3442
88,223,3713
88,224,4135
88,225,4663
88,227,3874
88,229,4317
88,230,4868
88,231,5351
88,232,4541
88,234,5328
88,235,6308
88,236,5409
88,237,4696
88,238,5756
88,240,6042
88,241,6501
88,242,9043
88,243,9195
88,244,7283
88,245,7593
88,246,6902
88,247,8210
88,248,8614
88,249,8526
88,250,8832
88,251,9185
88,252,8214
88,253,9703
88,254,9296
88,255,10196
88,256,10416
88,257,11013
88,258,10745
88,259,9907
88,260,10838
88,261,6577
88,262,7495
88,263,7239
88,264,8339
88,267,8837
88,268,5265
88,270,3778
88,272,12477
88,279,9691
88,280,8572
88,281,7852
88,282,4533
88,286,1100
88,287,1996
88,290,2272
88,292,7036
88,293,7526
88,295,7901
88,296,7359
88,297,7218
88,301,8975
88,303,9161
88,304,9392
88,305,8435
88,307,8403
88,308,9196
88,311,10155
88,312,9079
88,313,9233
88,315,9560
88,316,11065
88,317,10491
88,319,9677
88,320,10130
88,321,9377
88,322,10312
88,324,10127
88,325,9993
88,328,10887
88,332,10475
88,333,11385
88,334,10728
88,335,10361
88,336,10375
88,339,11636
88,341,12456
88,344,11808
88,345,11849
88,346,12164
88,347,12880
88,354,6254
88,355,6136
88,358,8148
88,359,10448
89,1,5016
89,2,5285
89,3,5175
89,4,4997
89,5,5648
89,6,5369
89,7,5592
89,9,5595
89,10,5704
89,11,4354
89,12,4417
89,13,6331
89,14,6244
89,15,6594
89,16,6846
89,17,7000
89,18,7182
89,19,8346
89,20,7128
89,21,7561
89,22,7387
89,23,8365
89,24,8804
89,25,8716
89,26,8459
89,28,8168
89,30,7541
89,32,7597
89,33,8157
89,34,8132
89,35,7104
89,36,6917
89,37,7115
89,39,6211
89,40,6919
89,41,17121
89,43,8350
89,44,6362
89,46,8335
89,47,5800
89,48,6093
89,50,7070
89,51,7096
89,53,7066
89,56,2879
89,57,3005
89,58,2623
89,59,4188
89,60,5357
89,61,4292
89,62,3747
89,63,5029
89,64,3181
89,65,3049
89,66,1703
89,67,2612
89,68,5260
89,69,4451
89,70,5456
89,71,5452
89,72,6426
89,73,6572
89,74,6749
89,75,7494
89,76,6995
89,77,5611
89,79,2483
89,80,5455
89,81,2540
89,82,1177
89,83,4285
89,85,3595
89,86,4106
89,87,4156
89,88,403
89,89,0
89,90,5057
89,91,5693
89,92,5588
89,93,6016
89,95,5526
89,96,6120
89,97,757
89,98,6335
89,99,1038
89,100,5900
89,101,9717
89,102,10355
89,103,9938
89,105,9178
89,106,10013
89,107,10147
89,109,9304
89,110,9766
89,112,10447
89,113,9284
89,114,9687
89,115,9255
89,117,8579
89,118,8619
89,119,8295
89,120,8952
89,121,8342
89,122,9297
89,123,7777
89,124,7921
89,125,8197
89,126,9350
89,127,8941
89,128,8456
89,129,9303
89,130,8151
89,131,8616
89,132,8798
89,133,8859
89,135,7067
89,138,7807
89,140,8856
89,141,6490
89,142,2200
89,143,6509
89,144,7190
89,145,10263
89,146,7975
89,149,6303
89,150,7192
89,151,7052
89,153,6821
89,154,6671
89,155,6093
89,156,5950
89,158,5370
89,159,7304
89,162,4995
89,163,5089
89,165,4290
89,167,4658
89,169,6027
89,171,6465
89,173,5213
89,174,5539
89,175,4192
89,176,5342
89,177,4480
89,178,4826
89,181,3748
89,183,3520
89,186,3423
89,187,2840
89,189,5060
89,192,2346
89,193,7133
89,194,3726
89,196,3032
89,197,3524
89,198,2931
89,199,2534
89,201,2428
89,204,4012
89,205,3529
89,206,3891
89,207,4173
89,208,3987
89,211,3707
89,212,4064
89,215,3279
89,216,3637
89,217,3883
89,219,3681
89,220,3812
89,222,3368
89,223,3639
89,224,4062
89,225,4589
89,227,3800
89,229,4243
89,230,4794
89,231,5277
89,232,4467
89,234,5254
89,235,6234
89,236,5336
89,237,4623
89,238,5682
89,240,5968
89,241,6427
89,242,8970
89,243,9121
89,244,7209
89,245,7519
89,246,6828
89,247,8137
89,248,8540
89,249,8453
89,250,8758
89,251,9111
89,252,8140
89,253,9629
89,254,9222
89,255,10123
89,256,10343
89,257,10939
89,258,10672
89,259,9833
89,260,10764
89,261,6503
89,262,7421
89,263,7165
89,264,8265
89,267,9479
89,268,5191
89,270,3704
89,272,12403
89,279,9618
89,280,8498
89,281,7778
89,282,4740
89,286,1307
89,287,2203
89,290,2479
89,292,6962
89,293,7453
89,295,7827
89,296,7286
89,297,7144
89,301,8901
89,303,9087
89,304,9319
89,305,8361
89,307,8329
89,308,9122
89,311,10082
89,312,9005
89,313,9159
89,315,9487
89,316,10991
89,317,10417
89,319,9603
89,320,10057
89,321,9303
89,322,10238
89,324,10053
89,325,9919
89,328,10813
89,332,10401
89,333,11311
89,334,10654
89,335,10287
89,336,10302
89,339,11562
89,341,12382
89,344,11734
89,345,11776
89,346,12090
89,347,12806
89,354,6181
89,355,6062
89,358,8074
89,359,10375
90,1,5715
90,2,6866
90,3,6756
90,4,5697
90,5,6871
90,6,5187
90,7,5672
90,9,4630
90,10,4974
90,11,5942
90,12,5814
90,13,5602
90,14,4520
90,15,4725
90,16,5302
90,17,4885
90,18,5148
90,19,6144
90,20,5223
90,21,5540
90,22,4963
90,23,6163
90,24,6380
90,25,6514
90,26,6035
90,28,5180
90,30,4742
90,32,4559
90,33,5118
90,34,8557
90,35,4306
90,36,4148
90,37,4461
90,39,3605
90,40,3622
90,41,15082
90,43,9007
90,44,2466
